Data;Volume Útil Armazenado (%);Vazão Jusante (m³/s);Vazão Natural (m³/s)
09/12/2013;31,02351;9,5;34,545
10/12/2013;30,85488;9,5;22,622
11/12/2013;30,85115;9,5;38,724
12/12/2013;30,73431;6,74;24,836
13/12/2013;30,59502;5,5;20,867
14/12/2013;30,47274;5,5;22,357
15/12/2013;30,33312;5,5;20,075
16/12/2013;30,1636;5,5;15,53
17/12/2013;29,92814;7,84;12,377
18/12/2013;29,71033;9,0;15,543
19/12/2013;29,45061;9,53;11,595
20/12/2013;29,21497;10,0;13,312
21/12/2013;28,9923;10,0;16,407
22/12/2013;28,69876;10,0;7,134
23/12/2013;28,48891;10,0;14,616
24/12/2013;28,28451;10,0;16,964
25/12/2013;28,15573;10,0;25,596
26/12/2013;28,04689;10,0;24,358
27/12/2013;27,93177;10,0;27,517
28/12/2013;27,68752;10,0;13,12
29/12/2013;27,52997;10,0;21,178
30/12/2013;27,41752;6,76;20,546
31/12/2013;27,33435;5,5;24,178
01/01/2014;27,24051;5,5;22,534
02/01/2014;27,1307;5,5;17,876
03/01/2014;26,95229;5,5;15,576
04/01/2014;26,88576;4,21;28,457
05/01/2014;26,74116;4,0;16,498
06/01/2014;26,55997;4,0;10,615
07/01/2014;26,35503;4,0;11,379
08/01/2014;26,14934;4,0;11,88
09/01/2014;25,9396;4,0;11,436
10/01/2014;25,80076;4,0;18,954
11/01/2014;25,54308;4,0;6,564
12/01/2014;25,33788;4,0;10,941
13/01/2014;25,21659;4,0;17,733
14/01/2014;25,19004;4,0;30,872
15/01/2014;25,10475;4,0;24,765
16/01/2014;24,96374;4,0;17,938
17/01/2014;24,79901;4,0;15,409
18/01/2014;24,77856;4,0;31,976
19/01/2014;24,61407;4,0;15,004
20/01/2014;24,41686;4,0;9,969
21/01/2014;24,17097;4,0;7,458
22/01/2014;24,00966;4,0;17,238
23/01/2014;23,83506;4,0;12,856
24/01/2014;23,6646;4,0;16,449
25/01/2014;23,43936;4,0;9,941
26/01/2014;23,2502;4,0;12,931
27/01/2014;23,07155;4,0;13,128
28/01/2014;22,88356;3,63;14,77
29/01/2014;22,65487;3,5;9,895
30/01/2014;22,4379;3,5;11,192
31/01/2014;22,17903;3,5;6,333
01/02/2014;21,92354;3,5;6,428
02/02/2014;21,69586;3,5;9,178
03/02/2014;21,44381;3,5;5,218
04/02/2014;21,18389;3,5;6,211
05/02/2014;20,91001;3,5;4,739
06/02/2014;20,62537;3,5;3,502
07/02/2014;20,35705;3,5;4,816
08/02/2014;20,07392;3,5;2,618
09/02/2014;19,83253;3,5;6,762
10/02/2014;19,61696;3,5;8,897
11/02/2014;19,36582;3,5;6,002
12/02/2014;19,10178;3,5;4,339
13/02/2014;18,81993;3,5;3,221
14/02/2014;18,65954;3,5;16,823
15/02/2014;18,60534;3,5;28,128
16/02/2014;18,478;4,6;16,959
17/02/2014;18,4908;4,2;31,818
18/02/2014;18,41007;4,2;25,388
19/02/2014;18,17927;4,2;7,361
20/02/2014;17,94458;4,2;7,162
21/02/2014;17,69187;4,2;5,383
22/02/2014;17,52452;4,2;15,678
23/02/2014;17,35371;4,2;12,585
24/02/2014;17,10492;4,2;4,921
25/02/2014;16,91573;4,2;11,789
26/02/2014;16,75133;4,2;12,851
27/02/2014;16,57456;4,2;12,597
28/02/2014;16,38946;4,2;11,651
01/03/2014;16,5909;4,2;54,325
02/03/2014;16,46943;4,2;16,853
03/03/2014;16,35715;4,2;15,088
04/03/2014;16,21129;4,2;13,339
05/03/2014;16,09407;4,2;15,726
06/03/2014;15,96394;3,78;15,138
07/03/2014;15,8049;3,2;13,001
08/03/2014;15,96712;3,2;46,585
09/03/2014;16,10814;3,2;44,031
10/03/2014;15,9625;3,2;12,991
11/03/2014;15,79945;3,2;13,149
12/03/2014;15,6928;3,2;18,721
13/03/2014;15,56361;3,2;15,054
14/03/2014;15,46997;3,2;20,074
15/03/2014;15,33387;3,2;15,608
16/03/2014;15,17699;3,2;12,368
17/03/2014;15,00603;3,2;9,925
18/03/2014;14,88599;3,2;18,598
19/03/2014;14,72515;3,2;11,941
20/03/2014;14,59409;3,2;16,181
21/03/2014;14,48491;3,2;17,19
22/03/2014;14,61363;3,2;44,416
23/03/2014;14,55003;3,2;21,509
24/03/2014;14,45532;3,2;15,416
25/03/2014;14,29974;3,2;11,767
26/03/2014;14,1391;3,2;11,735
27/03/2014;13,96231;3,2;9,139
28/03/2014;13,79171;3,2;10,324
29/03/2014;13,63504;3,2;12,042
30/03/2014;13,4864;3,2;12,747
31/03/2014;13,43651;3,2;21,389
01/04/2014;13,37379;3,2;22,223
02/04/2014;13,32478;3,2;23,308
03/04/2014;13,27947;3,2;23,466
04/04/2014;13,17957;3,2;16,959
05/04/2014;13,04883;3,2;13,576
06/04/2014;12,96712;3,2;20,731
07/04/2014;12,85108;3,2;15,379
08/04/2014;12,69112;3,2;11,673
09/04/2014;12,51256;3,2;9,149
10/04/2014;12,35718;3,2;11,805
11/04/2014;12,20816;3,2;12,698
12/04/2014;12,01175;3,2;8,003
13/04/2014;12,14453;3,2;43,711
14/04/2014;12,13605;2,71;24,231
15/04/2014;11,96845;3,2;7,674
16/04/2014;12,26611;2,22;58,294
17/04/2014;12,23923;1,95;23,825
18/04/2014;12,17276;2,67;20,87
19/04/2014;12,1388;3,2;22,695
20/04/2014;12,06278;3,2;16,031
21/04/2014;11,98974;3,2;16,082
22/04/2014;11,85721;3,2;11,04
23/04/2014;11,71543;3,2;11,73
24/04/2014;11,59494;3,2;13,905
25/04/2014;11,43983;3,2;9,278
26/04/2014;11,27345;3,2;8,878
27/04/2014;11,14607;3,2;11,548
28/04/2014;11,0101;3,2;9,849
29/04/2014;10,86173;3,2;10,284
30/04/2014;10,69565;3,2;8,222
01/05/2014;10,54396;3,2;8,651
02/05/2014;10,40653;3,2;9,579
03/05/2014;10,2651;3,2;10,771
04/05/2014;10,11892;3,2;9,514
05/05/2014;9,95653;3,2;6,514
06/05/2014;9,76597;3,2;7,058
07/05/2014;9,60335;3,2;10,243
08/05/2014;9,41524;3,2;7,007
09/05/2014;9,23813;3,2;8,288
10/05/2014;9,08513;3,2;9,607
11/05/2014;8,90982;3,2;5,75
12/05/2014;8,79082;3,2;9,009
13/05/2014;8,57406;3,2;2,715
14/05/2014;8,39764;3,2;6,524
15/05/2014;8,21252;3,2;6,191
16/05/2014;8,08309;3,2;12,916
17/05/2014;7,92392;3,2;9,505
18/05/2014;7,80212;3,2;13,149
19/05/2014;7,72619;3,2;16,105
20/05/2014;7,6067;3,13;12,593
21/05/2014;7,43293;3,1;6,056
22/05/2014;7,23779;3,1;4,084
23/05/2014;7,15391;3,1;16,39
24/05/2014;7,07403;3,1;16,888
25/05/2014;6,9976;3,1;14,911
26/05/2014;6,9014;3,1;12,135
27/05/2014;6,79549;3,1;13,742
28/05/2014;6,67588;3,1;11,936
29/05/2014;6,56319;3,1;12,447
30/05/2014;6,43349;3,1;10,503
31/05/2014;6,31366;3,1;13,467
01/06/2014;6,20668;3,1;14,243
02/06/2014;6,13216;3,1;16,684
03/06/2014;6,00261;2,7;12,047
04/06/2014;5,92939;3,1;17,133
05/06/2014;5,81286;3,1;13,517
06/06/2014;5,65603;3,1;10,075
07/06/2014;5,55584;3,1;13,45
08/06/2014;5,41269;3,1;10,26
09/06/2014;5,28094;3,1;9,199
10/06/2014;5,15177;3,1;12,338
11/06/2014;5,02891;3,1;10,953
12/06/2014;4,90289;3,1;11,62
13/06/2014;4,74339;3,1;8,354
14/06/2014;4,62323;3,1;13,786
15/06/2014;4,5125;3,1;13,594
16/06/2014;4,40716;3,1;12,556
17/06/2014;4,26308;3,1;10,945
18/06/2014;4,12957;3,1;11,692
19/06/2014;3,97957;3,1;9,96
20/06/2014;3,84063;3,1;8,225
21/06/2014;3,69534;3,1;8,129
22/06/2014;3,50777;3,84;4,868
23/06/2014;3,32938;4,1;5,048
24/06/2014;3,13008;4,1;5,453
25/06/2014;2,9439;4,1;6,824
26/06/2014;2,7525;4,1;5,789
27/06/2014;2,55052;4,1;5,747
28/06/2014;2,35173;4,1;5,801
29/06/2014;2,17182;4,1;7,168
30/06/2014;1,99892;4,1;5,366
01/07/2014;1,79381;4,1;5,035
02/07/2014;1,59423;4,1;5,18
03/07/2014;1,39253;4,1;4,417
04/07/2014;1,20455;4,1;6,028
05/07/2014;1,00288;4,1;4,922
06/07/2014;0,79719;4,1;3,399
07/07/2014;0,60652;4,1;4,237
08/07/2014;0,40127;4,1;3,091
09/07/2014;0,24852;3,31;7,192
10/07/2014;0,11324;3,1;8,123
11/07/2014;-0,00484;3,1;10,615
12/07/2014;-0,12546;3,1;10,616
13/07/2014;-0,26131;3,1;9,342
14/07/2014;-0,42473;3,1;5,441
15/07/2014;-0,56047;3,1;9,861
16/07/2014;-0,74907;3,1;4,68
17/07/2014;-0,92332;3,1;5,001
18/07/2014;-1,09992;3,1;5,238
19/07/2014;-1,25924;3,1;6,702
20/07/2014;-1,45269;3,1;3,003
21/07/2014;-1,60855;3,1;5,82
22/07/2014;-1,81081;3,89;2,809
23/07/2014;-1,989;4,1;5,0
24/07/2014;-2,18109;4,1;4,57
25/07/2014;-2,35216;4,1;5,513
26/07/2014;-2,48285;3,31;7,956
27/07/2014;-2,6387;3,1;6,494
28/07/2014;-2,75474;3,1;9,43
29/07/2014;-2,89869;3,1;8,082
30/07/2014;-3,01868;3,1;11,498
31/07/2014;-3,15424;3,1;9,995
01/08/2014;-3,30224;3,1;8,807
02/08/2014;-3,44293;3,1;10,149
03/08/2014;-3,58729;3,1;8,232
04/08/2014;-3,71452;3,1;9,371
05/08/2014;-3,86526;3,39;8,093
06/08/2014;-4,00844;4,1;8,261
07/08/2014;-4,17481;4,1;5,554
08/08/2014;-4,35075;4,1;5,607
09/08/2014;-4,5102;4,1;6,351
10/08/2014;-4,67242;4,1;6,061
11/08/2014;-4,82936;4,1;6,689
12/08/2014;-4,9806;4,1;9,0
13/08/2014;-5,14042;4,1;6,716
14/08/2014;-5,2676;3,7;8,299
15/08/2014;-5,379;3,1;8,799
16/08/2014;-5,51931;3,1;7,862
17/08/2014;-5,58855;3,1;16,3
18/08/2014;-5,7023;3,1;9,681
19/08/2014;-5,83448;3,1;9,013
20/08/2014;-5,96746;3,1;8,867
21/08/2014;-6,11991;3,1;7,062
22/08/2014;-6,26784;3,1;7,211
23/08/2014;-6,42513;3,1;7,649
24/08/2014;-6,57203;3,1;7,619
25/08/2014;-6,71605;3,1;6,415
26/08/2014;-6,89381;3,73;6,186
27/08/2014;-7,01654;4,1;11,488
28/08/2014;-7,16516;4,1;9,367
29/08/2014;-7,3013;4,1;9,618
30/08/2014;-7,45104;4,1;7,985
31/08/2014;-7,61502;4,1;6,36
01/09/2014;-7,75298;4,1;7,919
02/09/2014;-7,87073;3,29;10,057
03/09/2014;-7,92781;3,1;18,521
04/09/2014;-8,00412;3,1;13,381
05/09/2014;-8,11895;3,1;10,956
06/09/2014;-8,22658;3,1;10,129
07/09/2014;-8,3516;3,1;9,318
08/09/2014;-8,48246;3,1;7,662
09/09/2014;-8,61831;3,1;9,227
10/09/2014;-8,74951;3,1;8,79
11/09/2014;-8,88725;3,1;9,221
12/09/2014;-9,0354;3,35;8,659
13/09/2014;-9,19135;4,1;8,225
14/09/2014;-9,35688;4,1;5,922
15/09/2014;-9,50971;4,1;6,477
16/09/2014;-9,68339;4,1;6,296
17/09/2014;-9,84494;4,1;6,9
18/09/2014;-10,01516;4,1;5,139
19/09/2014;-10,1998;4,35;4,794
20/09/2014;-10,36887;5,1;6,717
21/09/2014;-10,49087;4,68;12,059
22/09/2014;-10,62341;4,1;8,107
23/09/2014;-10,79658;4,1;6,69
24/09/2014;-10,97669;4,1;6,628
25/09/2014;-11,16545;4,1;5,367
26/09/2014;-11,33698;4,1;5,849
27/09/2014;-11,37538;3,85;20,666
28/09/2014;-11,47972;2,41;10,051
29/09/2014;-11,59042;1,6;9,136
30/09/2014;-11,71466;1,6;9,837
01/10/2014;-11,85284;2,38;9,217
02/10/2014;-12,0041;3,1;7,428
03/10/2014;-12,1709;3,1;4,665
04/10/2014;-12,35315;3,1;3,817
05/10/2014;-12,56321;3,516;3,234
06/10/2014;-12,75532;4,1;3,477
07/10/2014;-12,95273;4,1;3,248
08/10/2014;-13,12354;4,1;3,487
09/10/2014;-13,30117;4,1;3,527
10/10/2014;-13,48038;4,1;3,829
11/10/2014;-13,62941;4,1;6,593
12/10/2014;-13,76121;4,1;6,176
13/10/2014;-13,93239;4,1;5,901
14/10/2014;-14,09879;4,1;5,405
15/10/2014;-14,28435;4,6;4,213
16/10/2014;-14,45774;4,6;5,153
17/10/2014;-14,57565;4,6;11,325
18/10/2014;-14,76054;4,6;3,748
19/10/2014;-14,94522;4,6;3,539
20/10/2014;-15,06061;4,6;9,676
21/10/2014;-15,19339;4,6;8,661
22/10/2014;-15,35434;4,6;4,479
23/10/2014;-15,52451;4,6;3,794
24/10/2014;-15,68547;4,6;4,065
25/10/2014;-15,88889;4,6;4,026
26/10/2014;-16,08783;4,6;3,606
27/10/2014;-16,2344;4,6;5,04
28/10/2014;-16,40562;4,6;3,517
29/10/2014;-16,54904;4,6;5,403
30/10/2014;-16,71604;4,6;3,946
31/10/2014;-16,895;4,6;3,777
01/11/2014;-17,09196;4,6;3,202
02/11/2014;-17,21456;4,6;9,617
03/11/2014;-17,33437;4,6;10,219
04/11/2014;-17,32677;4,6;24,229
05/11/2014;-17,45707;4,6;9,654
06/11/2014;-17,58317;4,6;8,211
07/11/2014;-17,69591;4,18;9,593
08/11/2014;-17,77682;3,55;12,951
09/11/2014;-17,86494;3,52;11,832
10/11/2014;-17,98133;3,52;9,246
11/11/2014;-18,13672;3,52;5,621
12/11/2014;-18,29;3,52;5,241
13/11/2014;-18,44447;3,52;4,962
14/11/2014;-18,51894;3,52;12,929
15/11/2014;-18,64597;3,52;8,034
16/11/2014;-18,78747;3,52;6,236
17/11/2014;-18,93143;3,52;5,723
18/11/2014;-19,08463;3,52;5,388
19/11/2014;-19,23624;3,52;5,187
20/11/2014;-19,40108;3,52;4,647
21/11/2014;-19,56248;3,52;4,656
22/11/2014;-19,7166;3,52;4,985
23/11/2014;-19,79005;3,52;10,921
24/11/2014;-19,90842;3,52;7,296
25/11/2014;-20,01931;3,52;8,434
26/11/2014;-20,06833;3,52;16,129
27/11/2014;-20,16211;3,23;11,484
28/11/2014;-20,26138;3,02;9,781
29/11/2014;-20,37425;3,02;9,536
30/11/2014;-20,49041;3,02;8,572
01/12/2014;-20,60243;3,02;9,274
02/12/2014;-20,73175;3,02;9,02
03/12/2014;-20,84731;3,02;8,661
04/12/2014;-20,97889;3,02;7,964
05/12/2014;-21,06742;3,02;11,885
06/12/2014;-21,15696;2,82;11,296
07/12/2014;-21,28841;3,68;8,012
08/12/2014;-21,423;4,02;7,285
09/12/2014;-21,57185;4,02;7,109
10/12/2014;-21,71587;4,02;7,459
11/12/2014;-21,71493;4,02;22,851
12/12/2014;-21,80885;3,52;12,292
13/12/2014;-21,88024;3,02;13,943
14/12/2014;-21,95732;2,88;12,474
15/12/2014;-22,06853;2,52;7,97
16/12/2014;-22,18924;2,52;8,382
17/12/2014;-22,29979;2,52;9,081
18/12/2014;-22,41417;2,52;8,773
19/12/2014;-22,5382;2,52;8,786
20/12/2014;-22,55856;2,52;20,129
21/12/2014;-22,55904;2,16;20,405
22/12/2014;-22,58522;2,16;18,433
23/12/2014;-22,56506;2,05;22,623
24/12/2014;-22,25188;1,1;54,545
25/12/2014;-22,1204;0,77;39,504
26/12/2014;-21,9132;0,77;39,105
27/12/2014;-21,91378;0,77;19,595
28/12/2014;-21,96577;0,77;14,006
29/12/2014;-22,01186;1,47;13,794
30/12/2014;-22,01667;2,08;21,316
31/12/2014;-22,02361;1,9;19,31
01/01/2015;-22,10782;1,52;14,695
02/01/2015;-22,13572;1,52;13,328
03/01/2015;-22,16376;2,02;16,307
04/01/2015;-22,18828;2,52;16,971
05/01/2015;-22,25058;2,52;12,929
06/01/2015;-22,34684;2,52;9,401
07/01/2015;-22,4448;2,52;10,763
08/01/2015;-22,50624;2,23;14,27
09/01/2015;-22,56662;1,52;13,056
10/01/2015;-22,653;1,52;10,96
11/01/2015;-22,71169;1,52;12,583
12/01/2015;-22,78967;1,52;9,795
13/01/2015;-22,8812;1,52;9,904
14/01/2015;-22,92941;1,52;16,306
15/01/2015;-23,03158;1,52;8,454
16/01/2015;-23,14909;1,52;6,981
17/01/2015;-23,2774;1,52;5,118
18/01/2015;-23,40252;2,23;4,957
19/01/2015;-23,50781;2,52;8,22
20/01/2015;-23,64177;2,52;5,004
21/01/2015;-23,77906;2,52;5,396
22/01/2015;-23,86523;2,52;9,709
23/01/2015;-23,966;2,52;8,029
24/01/2015;-24,0445;2,52;12,052
25/01/2015;-24,13688;2,16;7,941
26/01/2015;-24,19097;1,52;11,389
27/01/2015;-24,15951;1,52;22,24
28/01/2015;-24,13926;0,97;18,873
29/01/2015;-24,15634;0,77;14,414
30/01/2015;-24,18699;0,77;13,407
31/01/2015;-24,21579;0,77;13,472
01/02/2015;-24,26048;0,77;9,254
02/02/2015;-24,32003;1,18;8,093
03/02/2015;-24,21416;1,45;26,924
04/02/2015;-24,12092;0,81;25,885
05/02/2015;-24,07357;0,77;20,498
06/02/2015;-23,83406;0,77;45,094
07/02/2015;-23,68768;0,64;30,368
08/02/2015;-23,53585;0,47;31,918
09/02/2015;-23,38891;0,47;30,738
10/02/2015;-23,21567;0,86;34,969
11/02/2015;-22,88652;0,67;52,174
12/02/2015;-22,57935;0,47;50,293
13/02/2015;-22,37655;0,47;39,704
14/02/2015;-22,20247;0,47;35,509
15/02/2015;-21,92665;0,47;46,599
16/02/2015;-21,50901;0,47;61,466
17/02/2015;-20,95953;0,47;75,392
18/02/2015;-20,40407;0,47;78,207
19/02/2015;-19,79389;0,47;82,99
20/02/2015;-19,32073;0,47;67,468
21/02/2015;-19,08517;0,47;41,4
22/02/2015;-18,89808;0,47;37,096
23/02/2015;-18,72019;0,47;34,976
24/02/2015;-18,61136;0,47;27,139
25/02/2015;-18,46656;0,47;32,12
26/02/2015;-18,21475;0,47;42,479
27/02/2015;-18,1264;0,47;25,083
28/02/2015;-17,86642;0,47;45,038
01/03/2015;-17,65731;0,47;39,123
02/03/2015;-17,6127;0,47;18,38
03/03/2015;-17,59703;0,47;16,534
04/03/2015;-17,60469;0,47;13,437
05/03/2015;-17,61574;0,47;14,34
06/03/2015;-17,59797;0,47;17,457
07/03/2015;-17,32392;0,47;45,951
08/03/2015;-16,94478;0,47;55,068
09/03/2015;-16,3822;0,47;78,191
10/03/2015;-16,00339;0,47;56,613
11/03/2015;-15,60778;0,47;59,762
12/03/2015;-15,29784;0,47;49,623
13/03/2015;-14,94423;0,47;54,3
14/03/2015;-14,79168;0,47;32,247
15/03/2015;-14,63599;0,47;32,512
16/03/2015;-14,23196;0,47;59,155
17/03/2015;-13,93765;0,47;48,398
18/03/2015;-13,70851;0,47;40,786
19/03/2015;-13,44727;0,47;44,435
20/03/2015;-13,23561;0,47;39,036
21/03/2015;-12,96583;0,47;45,123
22/03/2015;-12,62605;0,47;53,21
23/03/2015;-12,13823;0,47;68,69
24/03/2015;-11,6518;0,47;70,181
25/03/2015;-11,28058;0,47;57,666
26/03/2015;-11,03167;0,47;45,559
27/03/2015;-10,82746;0,47;38,985
28/03/2015;-10,64866;0,47;35,799
29/03/2015;-10,5896;0,47;22,879
30/03/2015;-10,37305;0,47;38,47
31/03/2015;-10,25591;0,47;28,319
01/04/2015;-10,16873;0,47;24,499
02/04/2015;-10,07615;0,47;25,035
03/04/2015;-10,03524;0,47;18,983
04/04/2015;-9,99129;0,47;18,9
05/04/2015;-9,96956;0,47;16,508
06/04/2015;-9,89476;0,47;22,236
07/04/2015;-9,6875;0,47;36,908
08/04/2015;-9,5825;0,47;26,562
09/04/2015;-9,52397;0,47;20,814
10/04/2015;-9,43273;0,47;24,876
11/04/2015;-9,40266;0,47;17,86
12/04/2015;-9,37635;0,52;16,918
13/04/2015;-9,36427;0,62;14,95
14/04/2015;-9,35394;0,62;15,629
15/04/2015;-9,34958;0,62;15,481
16/04/2015;-9,34035;0,85;15,787
17/04/2015;-9,32588;1,52;18,123
18/04/2015;-9,33949;1,4;14,156
19/04/2015;-9,34846;1,37;14,128
20/04/2015;-9,25329;1,37;24,133
21/04/2015;-9,22011;1,37;18,223
22/04/2015;-9,20055;1,37;16,901
23/04/2015;-9,16984;1,37;17,263
24/04/2015;-9,16555;1,1;14,96
25/04/2015;-9,17354;0,87;14,111
26/04/2015;-9,17881;0,87;14,459
27/04/2015;-9,17282;0,87;14,309
28/04/2015;-9,22437;0,87;10,394
29/04/2015;-9,25336;1,0;10,403
30/04/2015;-9,3271;1,52;8,272
01/05/2015;-9,382;1,52;8,153
02/05/2015;-9,43941;1,87;9,09
03/05/2015;-9,48719;2,02;9,88
04/05/2015;-9,53021;2,02;10,046
05/05/2015;-9,54837;2,02;13,586
06/05/2015;-9,5691;2,02;13,581
07/05/2015;-9,60119;2,02;12,049
08/05/2015;-9,64694;2,02;11,184
09/05/2015;-9,68383;2,02;11,757
10/05/2015;-9,72463;2,02;11,637
11/05/2015;-9,52814;2,02;36,008
12/05/2015;-9,49587;1,25;18,73
13/05/2015;-9,50205;1,02;14,046
14/05/2015;-9,50294;0,77;14,532
15/05/2015;-9,50937;0,67;13,61
16/05/2015;-9,52567;1,53;13,442
17/05/2015;-9,54827;1,67;13,638
18/05/2015;-9,56062;1,72;13,997
19/05/2015;-9,55159;1,72;16,181
20/05/2015;-9,54563;1,27;15,223
21/05/2015;-9,55577;1,42;13,749
22/05/2015;-9,57446;1,42;13,34
23/05/2015;-9,61528;1,59;10,958
24/05/2015;-9,65201;1,95;10,901
25/05/2015;-9,68398;2,02;11,368
26/05/2015;-9,72366;2,02;11,721
27/05/2015;-9,76218;2,02;11,597
28/05/2015;-9,80427;2,02;11,38
29/05/2015;-9,78931;2,02;16,894
30/05/2015;-9,77908;1,63;15,859
31/05/2015;-9,68933;1,52;26,214
01/06/2015;-9,51729;0,93;33,684
02/06/2015;-9,37528;0,72;28,331
03/06/2015;-9,25617;0,72;28,071
04/06/2015;-9,17295;0,72;23,31
05/06/2015;-9,11653;0,72;20,698
06/06/2015;-9,08337;0,72;17,88
07/06/2015;-9,07496;0,72;15,428
08/06/2015;-9,07157;1,16;14,56
09/06/2015;-9,09836;1,52;12,74
10/06/2015;-9,16008;1,77;9,269
11/06/2015;-9,18837;2,02;12,452
12/06/2015;-9,20966;2,02;13,272
13/06/2015;-9,2434;2,45;12,863
14/06/2015;-9,29023;2,72;11,704
15/06/2015;-9,336;2,72;11,738
16/06/2015;-9,33946;2,45;15,26
17/06/2015;-9,34542;2,12;15,135
18/06/2015;-9,36219;2,02;13,614
19/06/2015;-9,34029;1,8;18,542
20/06/2015;-9,31833;1,18;17,19
21/06/2015;-9,31279;1,02;15,774
22/06/2015;-9,32598;1,02;12,823
23/06/2015;-9,3588;1,02;11,483
24/06/2015;-9,36672;1,02;14,416
25/06/2015;-9,3388;1,02;16,541
26/06/2015;-9,3161;1,51;16,864
27/06/2015;-9,33998;1,93;13,255
28/06/2015;-9,36126;2,32;13,305
29/06/2015;-9,35992;2,32;13,358
30/06/2015;-9,39245;2,58;11,76
01/07/2015;-9,43142;2,82;12,064
02/07/2015;-9,47776;2,82;10,822
03/07/2015;-9,53753;2,82;9,389
04/07/2015;-9,54335;2,82;14,34
05/07/2015;-9,55661;2,82;14,789
06/07/2015;-9,58772;2,32;12,403
07/07/2015;-9,60363;1,73;11,609
08/07/2015;-9,61675;1,35;13,181
09/07/2015;-9,6464;1,02;11,493
10/07/2015;-9,67172;1,02;10,557
11/07/2015;-9,72094;1,02;10,01
12/07/2015;-9,76508;1,02;10,535
13/07/2015;-9,80169;1,18;10,0
14/07/2015;-9,84335;1,75;10,264
15/07/2015;-9,87966;1,82;10,926
16/07/2015;-9,92876;2,4;10,604
17/07/2015;-9,98139;2,62;10,354
18/07/2015;-10,04019;3,04;9,637
19/07/2015;-10,10012;3,12;9,219
20/07/2015;-10,16674;3,12;9,23
21/07/2015;-10,23236;3,12;9,068
22/07/2015;-10,29776;3,12;9,527
23/07/2015;-10,36299;3,12;9,429
24/07/2015;-10,42;3,12;8,064
25/07/2015;-10,45869;3,12;11,497
26/07/2015;-10,43907;1,87;17,472
27/07/2015;-10,41918;1,62;18,015
28/07/2015;-10,43485;1,27;13,357
29/07/2015;-10,46513;1,12;12,978
30/07/2015;-10,51154;1,12;10,035
31/07/2015;-10,54817;1,12;9,661
01/08/2015;-10,60804;1,77;8,43
02/08/2015;-10,68005;2,87;8,767
03/08/2015;-10,75625;3,12;7,673
04/08/2015;-10,85659;3,12;6,543
05/08/2015;-10,96576;3,12;6,237
06/08/2015;-11,06954;3,12;5,435
07/08/2015;-11,1776;3,12;5,413
08/08/2015;-11,29235;3,75;4,877
09/08/2015;-11,40279;4,02;5,869
10/08/2015;-11,50947;3,98;6,514
11/08/2015;-11,62059;4,02;6,08
12/08/2015;-11,73002;4,02;5,569
13/08/2015;-11,84916;3,67;5,035
14/08/2015;-11,95182;3,52;4,797
15/08/2015;-12,07271;3,52;4,549
16/08/2015;-12,18992;3,52;4,201
17/08/2015;-12,30565;3,52;4,474
18/08/2015;-12,43254;3,74;4,179
19/08/2015;-12,55539;4,02;4,038
20/08/2015;-12,68425;4,02;4,213
21/08/2015;-12,80746;4,02;4,219
22/08/2015;-12,9234;4,02;4,998
23/08/2015;-13,04018;4,02;3,692
24/08/2015;-13,16546;4,02;4,018
25/08/2015;-13,26868;4,02;6,59
26/08/2015;-13,37377;3,42;5,775
27/08/2015;-13,46395;2,52;6,456
28/08/2015;-13,50548;1,86;10,73
29/08/2015;-13,56665;1,52;8,292
30/08/2015;-13,64817;1,52;6,688
31/08/2015;-13,73999;1,52;6,54
01/09/2015;-13,83177;2,36;5,826
02/09/2015;-13,92585;3,02;6,164
03/09/2015;-14,00446;3,02;6,735
04/09/2015;-14,10014;3,73;6,174
05/09/2015;-14,15871;4,02;11,382
06/09/2015;-14,25091;4,02;6,889
07/09/2015;-14,31863;4,02;8,769
08/09/2015;-14,30391;4,02;18,026
09/09/2015;-13,91918;2,09;58,013
10/09/2015;-13,71924;1,52;35,381
11/09/2015;-13,56057;1,52;32,786
12/09/2015;-13,23262;0,92;50,477
13/09/2015;-12,99904;0,77;41,296
14/09/2015;-12,84906;0,77;30,376
15/09/2015;-12,80105;0,77;19,006
16/09/2015;-12,76986;0,77;18,063
17/09/2015;-12,7722;0,77;14,748
18/09/2015;-12,79717;1,34;12,39
19/09/2015;-12,83039;1,52;10,86
20/09/2015;-12,87288;1,52;10,406
21/09/2015;-12,93997;1,52;10,164
22/09/2015;-12,99956;1,52;9,389
23/09/2015;-13,07665;2,52;7,951
24/09/2015;-13,16075;2,52;7,693
25/09/2015;-13,252;3,25;6,883
26/09/2015;-13,16395;3,52;27,355
27/09/2015;-13,10892;2,27;21,381
28/09/2015;-13,09537;2,02;16,237
29/09/2015;-13,04277;2,02;21,22
30/09/2015;-13,03588;2,02;16,662
01/10/2015;-12,90853;1,6;29,545
02/10/2015;-12,77337;1,52;29,715
03/10/2015;-12,66918;1,52;26,58
04/10/2015;-12,60192;1,52;22,252
05/10/2015;-12,58051;1,52;16,967
06/10/2015;-12,59187;1,52;13,881
07/10/2015;-12,64196;1,52;9,226
08/10/2015;-12,66419;1,52;12,877
09/10/2015;-12,72324;1,52;9,116
10/10/2015;-12,77214;1,52;9,18
11/10/2015;-12,79737;1,52;11,139
12/10/2015;-12,83031;2,15;10,585
13/10/2015;-12,88856;2,52;8,858
14/10/2015;-12,95557;3,29;8,696
