Data;Chuva (mm);Volume Útil Armazenado (%);Volume Útil Armazenado (hm³);Volume Total Armazenado (hm³);Vazão Captada (m³/s);Vazão Produzida (m³/s);Vazão Jusante (m³/s);Vazão Natural (m³/s);Vazão Afluente (m³/s);Variação do Volume Útil (%);Chuva Acumulada no Mês (mm);Chuva Média Historica (mm);Vazão Jusante no mês (m³/s);Vazão Jusante Média Histórica (m³/s);Vazão Natural no Mês (m³/s);Vazão Natural Media Historica (m³/s);Vazão Produzida no Mês (m³/s);Vazão Retirada no Mês (m³/s)
18/08/2006;0,0;54,40647;535,507;1046,91567;32,8656;32,8423;7,58;12,398;12,398;-0,24495;6,95;36,96667;5,80056;13,68577;18,854;;32,70199;32,72332
19/08/2006;1,45;54,1882;533,35857;1044,76724;31,3407;31,3314;7,57;15,315;15,315;-0,21828;8,4;36,96667;5,89368;13,68577;18,667;;32,62985;32,65055
20/08/2006;0,15;53,97289;531,23937;1042,64804;29,8453;29,7992;7,56;13,993;13,993;-0,21531;8,55;36,96667;5,977;13,68577;18,434;;32,48832;32,51029
21/08/2006;0,0;53,81472;529,68256;1041,09123;32,3046;32,4611;7,56;18,201;18,201;-0,15817;8,55;36,96667;6,05238;13,68577;18,423;;32,48702;32,5005
22/08/2006;0,0;53,56791;527,25321;1038,66188;31,4187;31,3944;7,56;11,269;11,269;-0,24682;8,55;36,96667;6,12091;13,68577;18,097;;32,43736;32,45132
23/08/2006;0,0;53,33497;524,96051;1036,36918;32,6261;32,5739;7,56;12,556;12,556;-0,23293;8,55;36,96667;6,18348;13,68577;17,856;;32,4433;32,45892
24/08/2006;0,0;53,1181;522,82592;1034,23459;32,9231;32,8988;8,08;16,865;16,865;-0,21687;8,55;36,96667;6,2625;13,68577;17,815;;32,46228;32,47826
25/08/2006;0,0;52,91834;520,85975;1032,26842;33,5046;33,4803;8,08;18,023;18,023;-0,19976;8,55;36,96667;6,3352;13,68577;17,823;;32,503;32,51932
26/08/2006;0,0;52,73991;519,10352;1030,51219;32,9948;32,9705;8,54;21,296;21,296;-0,17843;8,55;36,96667;6,42;13,68577;17,957;;32,52098;32,5376
27/08/2006;5,025;52,59639;517,69083;1029,0995;30,3134;30,2595;8,52;24,275;24,275;-0,14353;13,575;36,96667;6,49778;13,68577;18,191;;32,43722;32,45523
28/08/2006;0,0;52,36749;515,43791;1026,84658;32,7397;32,7222;8,51;11,521;11,521;-0,22889;13,575;36,96667;6,56964;13,68577;17,953;;32,4474;32,46539
29/08/2006;0,0;52,08632;512,67039;1024,07906;30,1133;29,9977;8,5;8,65;8,65;-0,28117;13,575;36,96667;6,63621;13,68577;17,632;;32,36292;32,38428
30/08/2006;0,0;51,86475;510,48953;1021,8982;32,5314;32,507;7,48;11,329;11,329;-0,22157;13,575;36,96667;6,66433;13,68577;17,422;;32,36773;32,38918
31/08/2006;0,0;51,57444;507,63215;1019,04082;32,5484;32,6011;9,77;8,858;8,858;-0,2903;13,575;36,96667;6,76452;13,68577;17,146;;32,37525;32,39432
01/09/2006;3,775;51,29273;504,85933;1016,268;32,1538;32,1291;11,49;11,865;11,865;-0,28171;3,775;97,70521;11,49;16,09182;11,865;;32,1291;32,1538
02/09/2006;25,8;51,13947;503,35087;1014,75954;31,9824;31,9581;10,82;24,545;24,545;-0,15326;29,575;97,70521;11,155;16,09182;18,205;;32,0436;32,0681
03/09/2006;6,575;51,1037;502,99877;1014,40744;31,1195;31,0952;8,15;36,229;36,229;-0,03577;36,15;97,70521;10,15333;16,09182;24,213;;31,72747;31,7519
04/09/2006;0,0;51,0193;502,16805;1013,57672;30,9636;30,9358;8,01;29,225;29,225;-0,0844;36,15;97,70521;9,6175;16,09182;25,466;;31,52955;31,55483
05/09/2006;0,0;50,88379;500,83424;1012,24291;30,8799;30,8546;8,02;24,034;24,034;-0,13551;36,15;97,70521;9,298;16,09182;25,18;;31,39456;31,41984
06/09/2006;0,0;50,65867;498,61849;1010,02716;29,9315;29,9072;9,13;14,866;14,866;-0,22512;36,15;97,70521;9,27;16,09182;23,461;;31,14667;31,17178
07/09/2006;0,0;50,40009;496,07331;1007,48198;29,6937;29,6694;12,53;12,397;12,397;-0,25859;36,15;97,70521;9,73571;16,09182;21,88;;30,93563;30,96063
08/09/2006;0,0;50,13167;493,43138;1004,84005;31,6088;31,6757;12,53;11,927;11,927;-0,26841;36,15;97,70521;10,085;16,09182;20,636;;31,02814;31,04165
09/09/2006;0,0;49,87659;490,92064;1002,32931;31,1585;31,2051;12,53;14,9;14,9;-0,25509;36,15;97,70521;10,35667;16,09182;19,999;;31,0478;31,05463
10/09/2006;0,0;49,6106;488,30264;999,71131;30,3482;30,158;12,51;12,871;12,871;-0,26598;36,15;97,70521;10,572;16,09182;19,286;;30,95882;30,98399
11/09/2006;0,0;49,33524;485,59235;997,00101;33,2469;33,1809;12,49;10,876;10,876;-0,27536;36,15;97,70521;10,74636;16,09182;18,521;;31,16083;31,18971
12/09/2006;0,0;49,03175;482,60518;994,01385;33,6109;33,5866;12,49;11,577;11,577;-0,30349;36,15;97,70521;10,89167;16,09182;17,943;;31,36298;31,39148
13/09/2006;0,0;48,75949;479,9254;991,33407;34,07;34,0467;12,48;14,69;14,69;-0,27226;36,15;97,70521;11,01385;16,09182;17,692;;31,56942;31,59752
14/09/2006;0,0;48,456;476,93817;988,34684;33,5383;33,514;12,48;11,382;11,382;-0,3035;36,15;97,70521;11,11857;16,09182;17,242;;31,70831;31,73614
15/09/2006;0,0;48,19651;474,38414;985,79281;33,4988;33,4745;12,52;16,374;16,374;-0,25948;36,15;97,70521;11,212;16,09182;17,184;;31,82606;31,85365
16/09/2006;0,0;47,9459;471,91744;983,32611;32,0269;32,0026;12,52;17,643;17,643;-0,25061;36,15;97,70521;11,29375;16,09182;17,213;;31,83709;31,86448
17/09/2006;8,4;47,64875;468,99272;980,40139;28,6844;28,6247;12,54;9,634;9,634;-0,29715;44,55;97,70521;11,36706;16,09182;16,767;;31,64813;31,67742
18/09/2006;13,025;47,40844;466,62744;978,03611;32,2446;32,2253;12,51;14,091;14,091;-0,24031;57,575;97,70521;11,43056;16,09182;16,618;;31,68019;31,70893
19/09/2006;3,125;47,31972;465,75412;977,16279;31,8667;31,8424;12,51;33,902;33,902;-0,08873;60,7;97,70521;11,48737;16,09182;17,528;;31,68873;31,71723
20/09/2006;0,0;47,13945;463,9798;975,38847;31,9629;31,9354;9,72;21,484;21,484;-0,18027;60,7;97,70521;11,399;16,09182;17,726;;31,70107;31,72952
21/09/2006;6,475;46,95416;462,156;973,56467;31,9982;31,9785;8,02;19,211;19,211;-0,18529;67,175;97,70521;11,2381;16,09182;17,796;;31,71428;31,74231
22/09/2006;0,0;46,83112;460,94498;972,35365;32,3834;32,3641;8,04;26,204;26,204;-0,12304;67,175;97,70521;11,09273;16,09182;18,179;;31,74381;31,77145
23/09/2006;0,0;46,60076;458,6776;970,08627;32,2184;32,1941;8,02;14,096;14,096;-0,23036;67,175;97,70521;10,95913;16,09182;18,001;;31,76339;31,79088
24/09/2006;4,2;46,40239;456,72514;968,13381;28,0312;28,0069;8,04;16,461;16,461;-0,19837;71,375;97,70521;10,8375;16,09182;17,937;;31,60687;31,63423
25/09/2006;0,0;46,24977;455,22295;966,63162;30,8909;30,8666;8,04;17,934;17,934;-0,15262;71,375;97,70521;10,7256;16,09182;17,937;;31,57726;31,6045
26/09/2006;0,0;46,04509;453,20832;964,61698;30,6904;30,6661;8,03;15,023;15,023;-0,20468;71,375;97,70521;10,62192;16,09182;17,825;;31,54222;31,56934
27/09/2006;0,0;45,84253;451,21458;962,62325;32,052;32,0277;8,01;15,524;15,524;-0,20256;71,375;97,70521;10,52519;16,09182;17,739;;31,5602;31,58721
28/09/2006;0,0;45,60235;448,85056;960,25923;33,0181;33,1161;8,02;12,569;12,569;-0,24018;71,375;97,70521;10,43571;16,09182;17,555;;31,61576;31,63832
29/09/2006;0,0;45,32735;446,14383;957,5525;32,6283;32,604;8,01;10,405;10,405;-0,275;71,375;97,70521;10,35207;16,09182;17,308;;31,64984;31,67246
30/09/2006;3,325;45,09622;443,86887;955,27754;29,5855;29,5611;8,01;13,593;13,593;-0,23113;74,7;97,70521;10,274;16,09182;17,184;;31,58022;31,60289
01/10/2006;0,875;44,95344;442,46358;953,87225;28,1546;28,1303;8,01;21,383;21,383;-0,14277;0,875;133,37448;8,01;19,71503;21,383;31,49;28,1303;28,1546
02/10/2006;9,85;44,80817;441,03367;952,44234;31,5337;31,5094;8,0;20,372;20,372;-0,14528;10,725;133,37448;8,005;19,71503;20,878;31,49;29,81985;29,84415
03/10/2006;9,95;44,72492;440,21432;951,62299;32,6539;32,6296;8,0;31,61;31,61;-0,08324;20,675;133,37448;8,00333;19,71503;24,455;31,49;30,75643;30,78073
04/10/2006;0,0;44,6025;439,00935;950,41802;32,6678;32,6435;8,0;27,035;27,035;-0,12242;20,675;133,37448;8,0025;19,71503;25,1;31,49;31,2282;31,2525
05/10/2006;12,025;44,49479;437,94916;949,35783;32,3732;32,3409;8,0;29,349;29,349;-0,10771;32,7;133,37448;8,002;19,71503;25,95;31,49;31,45074;31,47664
06/10/2006;0,7;44,45554;437,56284;948,97151;32,2259;32,2016;8,0;36,493;36,493;-0,03925;33,4;133,37448;8,00167;19,71503;27,707;31,49;31,57588;31,60152
07/10/2006;6,2;44,29922;436,02425;947,43292;30,6469;30,6226;8,0;23,21;23,21;-0,15632;39,6;133,37448;8,00143;19,71503;27,065;31,49;31,4397;31,46514
08/10/2006;1,65;44,15954;434,64946;946,05813;29,4032;29,3616;8,0;23,078;23,078;-0,13968;41,25;133,37448;8,00125;19,71503;26,566;31,49;31,17994;31,2074
09/10/2006;0,0;44,00036;433,08263;944,4913;32,4469;32,5138;8,0;19,474;19,474;-0,15919;41,25;133,37448;8,00111;19,71503;25,778;31,49;31,32814;31,34512
10/10/2006;0,0;43,74741;430,59294;942,00161;32,0619;32,0376;8,0;11,803;11,803;-0,25295;41,25;133,37448;8,001;19,71503;24,381;31,49;31,39909;31,4168
11/10/2006;0,0;43,56409;428,78857;940,19724;33,1293;33,1247;8,0;18,589;18,589;-0,18332;41,25;133,37448;8,00091;19,71503;23,854;31,49;31,55596;31,57248
12/10/2006;0,0;43,35228;426,70381;938,11248;28,8777;28,8534;8,0;17,23;17,23;-0,21181;41,25;133,37448;8,00083;19,71503;23,302;31,49;31,33075;31,34792
13/10/2006;1,75;43,16538;424,86421;936,27288;30,5461;30,5219;8,0;14,668;14,668;-0,1869;43,0;133,37448;8,00077;19,71503;22,638;31,49;31,26853;31,28624
14/10/2006;1,95;43,00819;423,31701;934,72568;30,5347;30,515;8,0;20,401;20,401;-0,15719;44,95;133,37448;8,00071;19,71503;22,478;31,49;31,21471;31,23256
15/10/2006;0,0;42,80551;421,32213;932,73079;30,1125;30,0884;7,96;15,006;15,006;-0,20268;44,95;133,37448;7,998;19,71503;21,98;31,49;31,13962;31,15789
16/10/2006;0,275;42,66192;419,90881;931,31748;32,0732;32,0497;7,93;21,338;21,338;-0,14359;45,225;133,37448;7,99375;19,71503;21,94;31,49;31,1965;31,21509
17/10/2006;31,8;42,68565;420,14237;931,55104;30,9677;30,936;7,93;42,721;42,721;0,02373;77,025;133,37448;7,99;19,71503;23,162;31,49;31,18118;31,20054
18/10/2006;0,75;42,50498;418,3641;929,77277;31,4165;31,4614;7,93;18,117;18,117;-0,18067;77,775;133,37448;7,98667;19,71503;22,882;31,49;31,19674;31,21254
19/10/2006;4,4;42,40944;417,42367;928,83234;30,773;30,8642;7,94;27,867;27,867;-0,09555;82,175;133,37448;7,98421;19,71503;23,144;31,49;31,17924;31,18941
20/10/2006;7,0;42,30573;416,40289;927,81156;32,1579;32,1551;7,94;25,894;25,894;-0,10371;89,175;133,37448;7,982;19,71503;23,282;31,49;31,22804;31,23783
21/10/2006;0,0;42,21171;415,47753;926,8862;31,7897;31,7615;7,93;29,395;29,395;-0,09401;89,175;133,37448;7,97952;19,71503;23,573;31,49;31,25344;31,26411
22/10/2006;0,0;41,99801;413,37414;924,78281;30,9558;30,9372;7,95;15,593;15,593;-0,2137;89,175;133,37448;7,97818;19,71503;23,21;31,49;31,23906;31,2501
23/10/2006;0,0;41,76539;411,08453;922,4932;32,8998;33,0222;7,94;12,14;12,14;-0,23262;89,175;133,37448;7,97652;19,71503;22,729;31,49;31,31659;31,32182
24/10/2006;0,0;41,51026;408,57334;919,98201;32,5045;32,478;8,0;11,203;11,203;-0,25513;89,175;133,37448;7,9775;19,71503;22,249;31,49;31,36498;31,3711
25/10/2006;0,0;41,26242;406,13388;917,54255;33,365;33,4213;8,03;12,528;12,528;-0,24784;89,175;133,37448;7,9796;19,71503;21,86;31,49;31,44724;31,45086
26/10/2006;0,0;41,00019;403,55289;914,96156;33,6684;33,6416;8,01;11,348;11,348;-0,26222;89,175;133,37448;7,98077;19,71503;21,456;31,49;31,53163;31,53615
27/10/2006;0,0;40,7195;400,79014;912,19881;33,6509;33,6238;8,53;10,393;10,393;-0,28069;89,175;133,37448;8,00111;19,71503;21,046;31,49;31,60912;31,61447
28/10/2006;0,0;40,45932;398,22926;909,63793;32,6411;32,7875;10,05;13,516;13,516;-0,26018;89,175;133,37448;8,07429;19,71503;20,777;31,49;31,65121;31,65114
29/10/2006;0,0;40,24159;396,0862;907,49487;30,8155;30,8106;10,04;17,574;17,574;-0,21773;89,175;133,37448;8,14207;19,71503;20,666;31,49;31,62222;31,62232
30/10/2006;0,0;39,97642;393,47622;904,88489;33,5813;33,5516;10,04;10,914;10,914;-0,26517;89,175;133,37448;8,20533;19,71503;20,341;31,49;31,68653;31,68762
31/10/2006;0,0;39,68506;390,60842;902,01709;33,2467;33,2726;10,04;11,392;11,392;-0,29136;89,175;133,37448;8,26452;19,71503;20,053;31,49;31,7377;31,73791
01/11/2006;2,55;39,39057;387,70989;899,11856;32,4084;32,3814;10,29;10,564;10,564;-0,29448;2,55;143,71594;10,29;17,66064;10,564;;32,3814;32,4084
02/11/2006;19,25;39,2389;386,21699;897,62566;30,1394;30,114;11,05;24,273;24,273;-0,15168;21,8;143,71594;10,67;17,66064;17,419;;31,2477;31,2739
03/11/2006;12,2;39,16541;385,4937;896,90237;31,7673;31,7417;11,06;32,545;32,545;-0,07348;34,0;143,71594;10,8;17,66064;22,461;;31,41237;31,43837
04/11/2006;0,0;39,01652;384,02823;895,4369;31,5197;31,4984;7,28;21,744;21,744;-0,14889;34,0;143,71594;9,92;17,66064;22,282;;31,43388;31,4587
05/11/2006;0,0;38,84523;382,3422;893,75087;29,9341;29,9136;6,04;18,368;18,368;-0,1713;34,0;143,71594;9,144;17,66064;21,499;;31,12982;31,15378
06/11/2006;0,0;38,64285;380,35023;891,7589;32,1892;32,167;6,01;12,312;12,312;-0,20238;34,0;143,71594;8,62167;17,66064;19,968;;31,30268;31,32635
07/11/2006;1,525;38,43322;378,28694;889,69561;31,9163;31,8966;6,04;14,197;14,197;-0,20963;35,525;143,71594;8,25286;17,66064;19,143;;31,38753;31,41063
08/11/2006;0,0;38,2025;376,01603;887,4247;31,403;31,3833;6,04;11,012;11,012;-0,23072;35,525;143,71594;7,97625;17,66064;18,127;;31,387;31,40968
09/11/2006;0,0;37,98431;373,86844;885,2771;31,9527;31,9398;7,04;13,566;13,566;-0,21819;35,525;143,71594;7,87222;17,66064;17,62;;31,44842;31,47001
10/11/2006;0,775;37,75111;371,57313;882,9818;32,0336;32,0139;8,04;13,48;13,48;-0,2332;36,3;143,71594;7,889;17,66064;17,206;;31,50497;31,52637
11/11/2006;2,65;37,48001;368,90476;880,31343;31,2194;31,1971;8,78;9,308;9,308;-0,2711;38,95;143,71594;7,97;17,66064;16,488;;31,47698;31,49846
12/11/2006;0,0;37,19719;366,12105;877,52972;29,4275;29,4087;9,01;7,802;7,802;-0,28282;38,95;143,71594;8,05667;17,66064;15,764;;31,30463;31,32588
13/11/2006;0,9;36,92299;363,42216;874,83083;31,904;31,8828;9,65;7,984;7,984;-0,2742;39,85;143,71594;8,17923;17,66064;15,166;;31,3491;31,37035
14/11/2006;0,0;36,6901;361,12993;872,5386;32,5112;32,4896;10,0;15,57;15,57;-0,23289;39,85;143,71594;8,30929;17,66064;15,195;;31,43056;31,45184
15/11/2006;0,0;36,47637;359,02628;870,43494;31,3925;31,3713;10,0;17,69;17,69;-0,21373;39,85;143,71594;8,422;17,66064;15,361;;31,42661;31,44789
16/11/2006;6,375;36,25713;356,86835;868,27702;33,0193;32,9979;10,0;16,411;16,411;-0,21924;46,225;143,71594;8,52063;17,66064;15,427;;31,52482;31,5461
17/11/2006;13,1;36,02634;354,59673;866,0054;33,6658;33,6442;10,0;16,521;16,521;-0,23079;59,325;143,71594;8,60765;17,66064;15,491;;31,64949;31,67079
18/11/2006;0,0;35,7643;352,01757;863,42624;32,7106;32,6889;10,0;13,903;13,903;-0,26204;59,325;143,71594;8,685;17,66064;15,403;;31,70723;31,72856
19/11/2006;2,625;35,48023;349,22153;860,6302;29,913;29,8911;9,99;9,474;9,474;-0,28407;61,95;143,71594;8,75368;17,66064;15,091;;31,61165;31,633
20/11/2006;34,85;35,57391;350,14359;861,55226;31,1437;31,1298;10,0;48,753;48,753;0,09368;96,8;143,71594;8,816;17,66064;16,774;;31,58756;31,60854
21/11/2006;2,0;35,62426;350,6392;862,04787;32,0393;32,0272;7,75;44,866;44,866;0,05035;98,8;143,71594;8,76524;17,66064;18,112;;31,60849;31,62905
22/11/2006;0,0;35,57656;350,16962;861,57829;33,1101;33,0985;7,02;33,963;33,963;-0,04771;98,8;143,71594;8,68591;17,66064;18,832;;31,67622;31,69637
23/11/2006;0,0;35,39729;348,40517;859,81384;34,2044;34,1773;5,89;18,576;18,576;-0,17926;98,8;143,71594;8,56435;17,66064;18,821;;31,78496;31,80541
24/11/2006;0,0;35,20233;346,48622;857,89489;34,5051;34,4806;5,52;17,159;17,159;-0,19496;98,8;143,71594;8,4375;17,66064;18,752;;31,89728;31,9179
25/11/2006;4,375;35,02948;344,78488;856,19355;32,6275;32,6231;5,51;19,479;19,479;-0,17285;103,175;143,71594;8,3204;17,66064;18,781;;31,92631;31,94628
26/11/2006;22,2;34,97771;344,27534;855,68401;30,0462;30,0217;5,53;31,464;31,464;-0,05177;125,375;143,71594;8,21308;17,66064;19,269;;31,85306;31,8732
27/11/2006;26,575;35,09121;345,39251;856,80118;32,7122;32,6879;5,53;48,55;48,55;0,1135;151,95;143,71594;8,1137;17,66064;20,353;;31,88398;31,90428
28/11/2006;8,25;35,09948;345,47388;856,88254;32,8946;32,8705;4,03;38,703;38,703;0,00827;160,2;143,71594;7,96786;17,66064;21,008;;31,91921;31,93965
29/11/2006;4,225;35,07319;345,21512;856,62379;32,9556;32,8838;3,14;33,83;33,83;-0,02629;164,425;143,71594;7,80138;17,66064;21,451;;31,95247;31,97468
30/11/2006;20,025;35,37534;348,18909;859,59776;31,527;31,5001;3,01;71,208;71,208;0,30215;184,45;143,71594;7,64167;17,66064;23,109;;31,93739;31,95976
01/12/2006;1,725;35,42753;348,70277;860,11144;33,0885;33,0611;3,01;41,336;41,336;0,05219;1,725;218,07813;3,01;11,81966;41,336;53,86;33,0611;33,0885
02/12/2006;0,0;35,34234;347,86428;859,27295;32,4235;32,4009;3,02;26,033;26,033;-0,08519;1,725;218,07813;3,015;11,81966;33,685;53,86;32,731;32,756
03/12/2006;0,0;35,22925;346,75116;858,15982;31,7788;31,2609;3,02;22,391;22,391;-0,11309;1,725;218,07813;3,01667;11,81966;29,92;53,86;32,24097;32,43027
04/12/2006;1,2;35,10452;345,52356;856,93223;32,7232;32,7059;3,02;19,965;19,965;-0,12472;2,925;218,07813;3,0175;11,81966;27,431;53,86;32,3572;32,5035
05/12/2006;34,775;35,43299;348,75659;860,16526;32,3873;32,3671;3,02;71,735;71,735;0,32847;37,7;218,07813;3,018;11,81966;36,292;53,86;32,35918;32,48026
06/12/2006;12,25;35,43812;348,80707;860,21574;31,982;31,9636;3,02;35,109;35,109;0,00513;49,95;218,07813;3,01833;11,81966;36,095;53,86;32,29325;32,39722
07/12/2006;8,475;35,59414;350,34268;861,75135;31,9494;31,9323;3,02;50,693;50,693;0,15602;58,425;218,07813;3,01857;11,81966;38,18;53,86;32,24169;32,33324
08/12/2006;0,05;35,43441;348,77053;860,1792;33,4836;33,463;3,01;16,28;16,28;-0,15973;58,475;218,07813;3,0175;11,81966;35,443;53,86;32,39435;32,47704
09/12/2006;0,0;35,2946;347,39437;858,80304;31,1909;31,1723;3,01;20,025;20,025;-0,13982;58,475;218,07813;3,01667;11,81966;33,73;53,86;32,25857;32,33413
10/12/2006;2,25;35,2039;346,50169;857,91036;30,173;30,1543;3,01;22,953;22,953;-0,09069;60,725;218,07813;3,016;11,81966;32,652;53,86;32,04814;32,11802
11/12/2006;0,0;35,06116;345,09669;856,50536;33,2723;33,2531;3,01;16,397;16,397;-0,14275;60,725;218,07813;3,01545;11,81966;31,174;53,86;32,15768;32,22295
12/12/2006;0,0;34,89916;343,50224;854,91091;31,8194;31,7996;3,01;17,137;17,137;-0,16199;60,725;218,07813;3,015;11,81966;30,005;53,86;32,12784;32,18933
13/12/2006;0,0;34,71601;341,69954;853,10821;32,6735;32,6486;3,01;13,203;13,203;-0,18315;60,725;218,07813;3,01462;11,81966;28,712;53,86;32,1679;32,22657
14/12/2006;1,0;34,56782;340,2409;851,64957;33,229;33,1978;4,01;19,617;19,617;-0,14819;61,725;218,07813;3,08571;11,81966;28,062;53,86;32,24146;32,29817
15/12/2006;18,525;34,52276;339,79743;851,2061;33,3834;33,3591;5,0;32,79;32,79;-0,04506;80,25;218,07813;3,21333;11,81966;28,378;53,86;32,31597;32,37052
16/12/2006;8,6;34,58523;340,41233;851,821;32,7444;32,7194;5,0;44,507;44,507;0,06247;88,85;218,07813;3,325;11,81966;29,386;53,86;32,34119;32,39389
17/12/2006;0,0;34,65001;341,04992;852,45859;31,5403;31,5162;4,33;43,663;43,663;0,06478;88,85;218,07813;3,38412;11,81966;30,226;53,86;32,29266;32,34368
18/12/2006;6,6;34,64926;341,04252;852,45119;33,4549;33,4301;4,0;34,462;34,462;-0,00075;95,45;218,07813;3,41833;11,81966;30,461;53,86;32,35585;32,40541
19/12/2006;16,45;34,78246;342,3536;853,76227;33,809;33,7828;4,01;52,487;52,487;0,1332;111,9;218,07813;3,44947;11,81966;31,62;53,86;32,43095;32,47928
20/12/2006;11,25;34,84035;342,9234;854,33207;33,6849;33,6539;4,01;42,297;42,297;0,05789;123,15;218,07813;3,4775;11,81966;32,154;53,86;32,4921;32,53957
21/12/2006;10,15;34,80618;342,58699;853,99566;33,5088;33,4825;3,63;32,019;32,019;-0,03418;133,3;218,07813;3,48476;11,81966;32,148;53,86;32,53926;32,58572
22/12/2006;2,9;34,76758;342,20714;853,61581;34,008;33,9805;3,5;31,954;31,954;-0,03859;136,2;218,07813;3,48545;11,81966;32,139;53,86;32,60477;32,65037
23/12/2006;19,675;34,83913;342,91137;854,32004;31,4408;31,4144;3,5;44,27;44,27;0,07155;155,875;218,07813;3,48609;11,81966;32,666;53,86;32,55302;32,59778
24/12/2006;47,525;35,50426;349,45804;860,86671;30,9046;30,8701;3,5;108,19;108,19;0,66513;203,4;218,07813;3,48667;11,81966;35,813;53,86;32,4829;32,52723
25/12/2006;15,075;35,85139;352,8747;864,28337;29,4001;29,377;3,5;72,318;72,318;0,34713;218,475;218,07813;3,4872;11,81966;37,273;53,86;32,35866;32,40214
26/12/2006;3,4;35,93771;353,72433;865,133;32,3311;32,31;3,5;41,934;41,934;0,08632;221,875;218,07813;3,48769;11,81966;37,453;53,86;32,35679;32,39941
27/12/2006;10,0;36,05388;354,86776;866,27643;31,6501;31,6251;3,52;49,889;49,889;0,11617;231,875;218,07813;3,48889;11,81966;37,913;53,86;32,32969;32,37166
28/12/2006;17,025;36,37974;358,0751;869,48376;32,0698;32,01;3,54;71,897;71,897;0,32586;248,9;218,07813;3,49071;11,81966;39,127;53,86;32,31827;32,36088
29/12/2006;3,05;36,8384;362,58963;873,9983;31,053;31,0281;3,14;87,483;87,483;0,45867;251,95;218,07813;3,47862;11,81966;40,794;53,86;32,27378;32,31578
30/12/2006;0,0;37,11854;365,34691;876,75558;29,3795;29,3598;3,0;64,971;64,971;0,28013;251,95;218,07813;3,46267;11,81966;41,6;53,86;32,17665;32,2179
31/12/2006;32,15;37,31966;367,32651;878,73518;27,1031;27,0732;3,0;52,7;52,7;0,20112;284,1;218,07813;3,44774;11,81966;41,958;53,86;32,01202;32,05291
01/01/2007;36,875;37,94058;373,43801;884,84668;27,2746;27,2449;3,0;99,597;99,597;0,62092;36,875;257,23021;3,0;17,12866;99,597;;27,2449;27,2746
02/01/2007;1,0;38,05718;374,5857;885,99437;30,7726;30,7464;3,0;41,871;41,871;0,1166;37,875;257,23021;3,0;17,12866;70,734;;28,99565;29,0236
03/01/2007;6,3;38,3255;377,22665;888,63532;31,2703;31,2264;3,0;63,679;63,679;0,26831;44,175;257,23021;3,0;17,12866;68,382;;29,73923;29,7725
04/01/2007;39,575;38,8556;382,44431;893,85298;30,733;30,7009;3,02;92,91;92,91;0,5301;83,75;257,23021;3,005;17,12866;74,514;;29,97965;30,01263
05/01/2007;39,05;39,81743;391,91126;903,31993;31,2914;31,262;2,75;142,24;142,24;0,96182;122,8;257,23021;2,954;17,12866;88,059;;30,23612;30,26838
06/01/2007;12,225;40,70926;400,68932;912,09799;30,0583;30,024;2,53;133,366;133,366;0,89183;135,025;257,23021;2,88333;17,12866;95,611;;30,20077;30,23337
07/01/2007;3,15;41,357;407,06482;918,47349;29,0641;29,0311;2,54;104,973;104,973;0,64774;138,175;257,23021;2,83429;17,12866;96,948;;30,03367;30,06633
08/01/2007;10,975;42,1723;415,08964;926,49831;32,2236;32,1971;2,54;123,895;123,895;0,81531;149,15;257,23021;2,7975;17,12866;100,316;;30,3041;30,33599
09/01/2007;0,1;42,6224;419,51981;930,92848;32,0214;31,9973;2,55;85,263;85,263;0,4501;149,25;257,23021;2,77;17,12866;98,644;;30,49223;30,52326
10/01/2007;0,0;43,0593;423,8201;935,22877;32,2626;32,2382;2,54;83,017;83,017;0,4369;149,25;257,23021;2,747;17,12866;97,081;;30,66683;30,69719
11/01/2007;0,0;43,37737;426,95075;938,35942;32,5224;32,4522;2,5;70,644;70,644;0,31807;149,25;257,23021;2,72455;17,12866;94,678;;30,82914;30,86312
12/01/2007;0,0;43,51981;428,35273;939,7614;33,3258;33,276;2,54;50,476;50,476;0,14244;149,25;257,23021;2,70917;17,12866;90,994;;31,03304;31,06834
13/01/2007;13,8;43,66539;429,78561;941,19428;31,3487;31,3191;2,5;51,495;51,495;0,14558;163,05;257,23021;2,69308;17,12866;87,956;;31,05505;31,08991
14/01/2007;9,4;44,17567;434,80823;946,2169;29,8081;29,7788;2,53;91,428;91,428;0,51029;172,45;257,23021;2,68143;17,12866;88,204;;30,96389;30,99835
15/01/2007;0,0;44,2941;435,9739;947,38257;31,7924;31,7364;2,53;45,122;45,122;0,11843;172,45;257,23021;2,67133;17,12866;85,332;;31,01539;31,05129
16/01/2007;0,5;44,31215;436,15153;947,56019;32,0302;32,0302;2,53;35,252;35,252;0,01805;172,95;257,23021;2,6625;17,12866;82,202;;31,07881;31,11247
17/01/2007;0,0;44,29214;435,95452;947,36319;32,609;32,5846;2,51;32,255;32,255;-0,02002;172,95;257,23021;2,65353;17,12866;79,264;;31,16739;31,2005
18/01/2007;38,025;44,61733;439,1553;950,56396;30,5522;30,5248;2,51;71,188;71,188;0,32519;210,975;257,23021;2,64556;17,12866;78,815;;31,13169;31,16448
19/01/2007;28,675;45,41161;446,97322;958,38189;32,9008;32,874;2,52;122,644;122,644;0,79429;239,65;257,23021;2,63895;17,12866;81,122;;31,22339;31,25587
